record_id,year,exam,round,category,home_region,university_quota,stream,branch,college_code,college_name,college_type,city,district,state,naac_grade,naac_score,nirf_rank,fees_per_year,total_seats,category_seats,student_percentile,student_rank,aptitude_score,aptitude_stream_suitability,closing_percentile,closing_rank,previous_year_closing_percentile,previous_year_closing_rank,cutoff_trend_3yr,admission_probability
311,2023,JEE,CAP Round 2,OPEN,Mumbai University,Other University,Engineering,Mechanical Engineering,03123,"Lokmanya Tilak College of Engineering, Mumbai Region",Private,Mumbai,Mumbai,Maharashtra,A,3.02,435,133000,600,35,83.55,197464,56,Mechanical,84.9,182832,83.8,195163,Increasing: 83.80->84.90->85.70,Medium
312,2023,MHT CET,CAP Round 1,SC,Pune University,Other University,Engineering,Chemical Engineering,06291,"RMD Sinhgad School of Engineering, Pune",Private,Pune,Pune,Maharashtra,B++,2.78,590,107000,480,7,62.29,94514,64,Science,68.8,78419,67.7,81050,Increasing: 67.70->68.80->69.60,Low
313,2023,JEE,CAP Round 3,ST,Pune University,Other University,Engineering,Chemical Engineering,06325,"Alard College of Engineering and Management, Pune",Private,Pune,Pune,Maharashtra,B+,2.67,620,90000,420,5,65.33,416766,67,Science,62.1,456531,61.0,468844,Increasing: 61.00->62.10->62.90,High
314,2024,JEE,CAP Round 3,VJNT,Pune University,Other University,Engineering,Mechanical Engineering,06271,"COEP Technological University, Pune",Govt,Pune,Pune,Maharashtra,A++,3.77,73,55000,720,6,87.49,150328,55,Mechanical,93.5,78200,92.7,88529,Increasing: 91.60->92.70->93.50,Low
315,2023,MHT CET,CAP Round 3,OBC,Pune University,Other University,Engineering,Mechanical Engineering,06175,"Pimpri Chinchwad College of Engineering, Pune",Private,Pune,Pune,Maharashtra,A++,3.58,220,145000,960,31,87.32,31932,67,Mechanical,89.2,27208,88.1,29981,Increasing: 88.10->89.20->90.00,Medium
316,2024,JEE,CAP Round 2,ST,Pune University,All India,Engineering,Robotics and Automation,06275,"Maharashtra Institute of Technology, Pune",Private,Pune,Pune,Maharashtra,A,3.27,230,190000,720,8,80.54,233962,81,Technology,88.5,138830,87.7,148522,Increasing: 86.60->87.70->88.50,Low
317,2024,JEE,CAP Round 3,SC,Pune University,Home University,Engineering,Electrical Engineering,06290,"NBN Sinhgad School of Engineering, Pune",Private,Pune,Pune,Maharashtra,B+,2.66,630,106000,420,11,70.41,355394,59,Technology,64.5,427658,63.7,436932,Increasing: 62.60->63.70->64.50,High
318,2024,JEE,CAP Round 1,SC,Mumbai University,All India,Engineering,Artificial Intelligence and Data Science,03139,"Vidyalankar Institute of Technology, Wadala, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A+,3.3,340,160000,720,14,90.58,113210,77,Technology,91.5,102127,90.7,113018,Increasing: 89.60->90.70->91.50,Medium
319,2024,JEE,CAP Round 2,VJNT,Pune University,Other University,Engineering,Robotics and Automation,06325,"Alard College of Engineering and Management, Pune",Private,Pune,Pune,Maharashtra,B+,2.64,620,105000,420,4,69.69,365341,88,Technology,71.9,338266,71.1,348141,Increasing: 70.00->71.10->71.90,Medium
320,2024,JEE,CAP Round 3,ST,Pune University,Home University,Engineering,Mechanical Engineering,06290,"NBN Sinhgad School of Engineering, Pune",Private,Pune,Pune,Maharashtra,B+,2.61,630,106000,420,9,54.24,549918,81,Mechanical,60.3,477944,59.5,487744,Increasing: 58.40->59.50->60.30,Low
321,2022,JEE,CAP Round 2,OPEN,Mumbai University,All India,Engineering,Artificial Intelligence and Data Science,03183,"Anjuman-I-Islam's M.H. Saboo Siddik College of Engineering, Byculla, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A,3.04,450,120000,540,25,89.98,120981,85,Technology,89.3,129173,88.5,139501,Increasing: 89.30->90.40->91.20,Medium
322,2022,MHT CET,CAP Round 2,EWS,Pune University,Home University,Engineering,Chemical Engineering,06273,"Vishwakarma Institute of Technology, Bibwewadi, Pune",Private,Pune,Pune,Maharashtra,A++,3.64,151,200000,900,7,96.24,9660,72,Science,92.5,18863,91.7,21128,Increasing: 92.50->93.60->94.40,High
323,2024,MHT CET,CAP Round 1,OPEN,Pune University,All India,Engineering,Computer Engineering,06146,"MIT Academy of Engineering, Alandi, Pune",Private,Pune,Pune,Maharashtra,A,3.22,310,175000,840,38,90.31,24611,93,Technology,98.5,4095,97.7,6162,Increasing: 96.60->97.70->98.50,Low
324,2022,JEE,CAP Round 3,SC,Pune University,All India,Engineering,Cyber Security,06285,"Dhole Patil College of Engineering, Pune",Private,Pune,Pune,Maharashtra,B+,2.68,600,103000,480,4,64.15,431884,70,Technology,69.9,362038,69.1,370881,Increasing: 69.90->71.00->71.80,Low
325,2023,MHT CET,CAP Round 1,EWS,Mumbai University,Home University,Engineering,Computer Engineering,03110,"Atharva College of Engineering, Malad, Mumbai",Private,Mumbai,Mumbai,Maharashtra,B++,2.87,490,142000,600,8,81.98,45542,78,Technology,85.6,36040,84.5,39279,Increasing: 84.50->85.60->86.40,Low
326,2023,JEE,CAP Round 2,VJNT,Pune University,All India,Engineering,Computer Engineering,06206,"Pune District Education Association's College of Engineering, Pune",Private,Pune,Pune,Maharashtra,B++,2.82,560,85000,420,6,74.09,311671,66,Technology,77.7,267939,76.6,281589,Increasing: 76.60->77.70->78.50,Low
327,2024,MHT CET,CAP Round 2,VJNT,Mumbai University,Other University,Engineering,Cyber Security,03122,"Datta Meghe College of Engineering, Mumbai Region",Private,Mumbai,Mumbai,Maharashtra,A,3.09,400,131000,600,7,82.31,44808,60,Technology,85.9,35283,85.1,37557,Increasing: 84.00->85.10->85.90,Low
328,2023,MHT CET,CAP Round 2,OBC,Mumbai University,All India,Engineering,Mechanical Engineering,03101,"Veermata Jijabai Technological Institute (VJTI), Mumbai",Govt,Mumbai,Mumbai,Maharashtra,A++,3.71,84,90000,720,20,89.43,26614,69,Mechanical,95.8,11027,94.7,13672,Increasing: 94.70->95.80->96.60,Low
329,2024,MHT CET,CAP Round 2,SC,Mumbai University,All India,Engineering,Computer Engineering,03139,"Vidyalankar Institute of Technology, Wadala, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A+,3.32,340,150000,720,8,80.52,48882,77,Technology,88.8,28505,88.0,30512,Increasing: 86.90->88.00->88.80,Low
330,2024,MHT CET,CAP Round 2,SC,Pune University,Home University,Engineering,Cyber Security,06277,"Bharati Vidyapeeth College of Engineering, Pune",Private,Pune,Pune,Maharashtra,A+,3.42,250,145000,720,11,81.65,46148,79,Technology,88.2,29950,87.4,31995,Increasing: 86.30->87.40->88.20,Low
331,2023,JEE,CAP Round 3,EWS,Mumbai University,Other University,Engineering,Civil Engineering,03118,"SIES Graduate School of Technology, Mumbai Region",Private,Mumbai,Mumbai,Maharashtra,A,3.12,375,152000,600,7,80.53,234604,54,Civil,83.2,201856,82.1,214973,Increasing: 82.10->83.20->84.00,Medium
332,2024,JEE,CAP Round 1,ST,Pune University,Home University,Engineering,Civil Engineering,06276,"Army Institute of Technology, Pune",Private,Pune,Pune,Maharashtra,A,3.3,180,195000,480,4,90.87,110007,79,Civil,86.3,164452,85.5,174153,Increasing: 84.40->85.50->86.30,High
333,2024,MHT CET,CAP Round 3,OBC,Pune University,All India,Engineering,Robotics and Automation,06276,"Army Institute of Technology, Pune",Private,Pune,Pune,Maharashtra,A,3.28,180,190000,480,12,87.99,30161,96,Technology,95.3,12269,94.5,14139,Increasing: 93.40->94.50->95.30,Low
334,2023,JEE,CAP Round 3,OBC,Pune University,Home University,Engineering,Electronics and Telecommunication Engineering,06289,"TSSM's Bhivarabai Sawant College of Engineering and Research, Pune",Private,Pune,Pune,Maharashtra,B+,2.65,610,93000,480,18,74.53,306515,85,Technology,71.0,348130,69.9,361353,Increasing: 69.90->71.00->71.80,High
335,2023,MHT CET,CAP Round 2,OPEN,Pune University,Other University,Engineering,Cyber Security,06283,"Indira College of Engineering and Management, Pune",Private,Pune,Pune,Maharashtra,B++,2.9,520,100000,540,25,87.45,31521,64,Technology,82.6,43702,81.5,46276,Increasing: 81.50->82.60->83.40,High
336,2023,MHT CET,CAP Round 2,OBC,Mumbai University,Home University,Engineering,Artificial Intelligence and Data Science,03102,"Sardar Patel Institute of Technology, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A+,3.59,125,185000,600,19,93.03,17562,79,Technology,98.4,4525,97.3,7009,Increasing: 97.30->98.40->99.20,Low
337,2022,JEE,CAP Round 2,SC,Mumbai University,All India,Engineering,Chemical Engineering,03118,"SIES Graduate School of Technology, Mumbai Region",Private,Mumbai,Mumbai,Maharashtra,A,3.1,375,152000,600,4,76.55,282406,84,Science,79.8,242980,79.0,252266,Increasing: 79.80->80.90->81.70,Low
338,2022,JEE,CAP Round 2,OBC,Pune University,Other University,Engineering,Artificial Intelligence and Data Science,06277,"Bharati Vidyapeeth College of Engineering, Pune",Private,Pune,Pune,Maharashtra,A+,3.39,250,150000,720,20,99.06,12406,81,Technology,93.7,77129,92.9,86816,Increasing: 93.70->94.80->95.60,High
339,2023,MHT CET,CAP Round 1,OBC,Pune University,Home University,Engineering,Information Technology,06277,"Bharati Vidyapeeth College of Engineering, Pune",Private,Pune,Pune,Maharashtra,A+,3.41,250,140000,720,21,94.28,14437,64,Technology,94.2,15025,93.1,17331,Increasing: 93.10->94.20->95.00,Medium
340,2024,JEE,CAP Round 1,SC,Mumbai University,Other University,Engineering,Computer Engineering,03119,"MGM College of Engineering and Technology, Mumbai Region",Private,Mumbai,Mumbai,Maharashtra,B+,2.74,525,120000,480,5,75.6,294265,84,Technology,80.4,236648,79.6,245801,Increasing: 78.50->79.60->80.40,Low
341,2022,MHT CET,CAP Round 1,VJNT,Pune University,Home University,Engineering,Electronics and Telecommunication Engineering,06291,"RMD Sinhgad School of Engineering, Pune",Private,Pune,Pune,Maharashtra,B++,2.77,590,107000,480,4,69.57,76134,81,Technology,71.6,71184,70.8,73435,Increasing: 71.60->72.70->73.50,Medium
342,2024,MHT CET,CAP Round 1,SC,Pune University,Other University,Engineering,Electronics and Telecommunication Engineering,06732,"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",Private,Pune,Pune,Maharashtra,B++,2.87,540,130000,600,7,77.4,56864,65,Technology,74.7,63464,73.9,65420,Increasing: 72.80->73.90->74.70,High
343,2022,JEE,CAP Round 1,ST,Pune University,Home University,Engineering,Mechanical Engineering,06272,"Pune Institute of Computer Technology, Pune",Private,Pune,Pune,Maharashtra,A+,3.55,101,125000,660,8,82.24,214267,46,Mechanical,87.6,149834,86.8,158527,Increasing: 87.60->88.70->89.50,Low
344,2023,MHT CET,CAP Round 1,VJNT,Pune University,Other University,Engineering,Cyber Security,06285,"Dhole Patil College of Engineering, Pune",Private,Pune,Pune,Maharashtra,B+,2.71,600,93000,480,4,76.01,60390,85,Technology,75.1,62797,74.0,65383,Increasing: 74.00->75.10->75.90,Medium
345,2023,MHT CET,CAP Round 1,OPEN,Pune University,Home University,Engineering,Information Technology,06291,"RMD Sinhgad School of Engineering, Pune",Private,Pune,Pune,Maharashtra,B++,2.77,590,112000,480,27,82.19,44969,83,Technology,79.7,50967,78.6,53617,Increasing: 78.60->79.70->80.50,Medium
346,2024,MHT CET,CAP Round 2,SC,Mumbai University,All India,Engineering,Civil Engineering,03122,"Datta Meghe College of Engineering, Mumbai Region",Private,Mumbai,Mumbai,Maharashtra,A,3.08,400,146000,600,4,79.13,52404,88,Civil,78.1,54826,77.3,56978,Increasing: 76.20->77.30->78.10,Medium
347,2024,JEE,CAP Round 1,OPEN,Mumbai University,Home University,Engineering,Information Technology,03123,"Lokmanya Tilak College of Engineering, Mumbai Region",Private,Mumbai,Mumbai,Maharashtra,A,3.05,435,123000,600,31,97.8,26787,69,Technology,91.5,103739,90.7,112932,Increasing: 89.60->90.70->91.50,High
348,2022,JEE,CAP Round 3,OBC,Mumbai University,All India,Engineering,Electronics and Telecommunication Engineering,03103,"Dwarkadas J. Sanghvi College of Engineering, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A+,3.54,160,220000,720,26,96.47,42831,94,Technology,95.9,49520,95.1,60479,Increasing: 95.90->97.00->97.80,Medium
349,2022,MHT CET,CAP Round 1,EWS,Mumbai University,All India,Engineering,Mechanical Engineering,03111,"Rizvi College of Engineering, Bandra, Mumbai",Private,Mumbai,Mumbai,Maharashtra,B++,2.86,505,125000,480,11,73.03,67941,77,Mechanical,79.6,51514,78.8,53212,Increasing: 79.60->80.70->81.50,Low
350,2023,MHT CET,CAP Round 1,OBC,Mumbai University,All India,Engineering,Chemical Engineering,03116,"St. Francis Institute of Technology, Borivali, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A,3.16,360,155000,660,18,90.94,22852,74,Science,87.9,30391,86.8,33100,Increasing: 86.80->87.90->88.70,High
351,2023,JEE,CAP Round 1,SC,Mumbai University,Home University,Engineering,Cyber Security,03122,"Datta Meghe College of Engineering, Mumbai Region",Private,Mumbai,Mumbai,Maharashtra,A,3.07,400,136000,600,4,90.49,114200,64,Technology,84.4,188409,83.3,200914,Increasing: 83.30->84.40->85.20,High
352,2023,JEE,CAP Round 3,OBC,Mumbai University,Other University,Engineering,Civil Engineering,03114,"Don Bosco Institute of Technology, Kurla, Mumbai",Private,Mumbai,Mumbai,Maharashtra,B++,2.89,500,128000,480,16,76.47,284083,62,Civil,76.0,289575,74.9,302315,Increasing: 74.90->76.00->76.80,Medium
353,2024,JEE,CAP Round 1,OPEN,Pune University,Other University,Engineering,Cyber Security,06206,"Pune District Education Association's College of Engineering, Pune",Private,Pune,Pune,Maharashtra,B++,2.82,560,100000,420,16,82.03,215714,90,Technology,83.9,193616,83.1,204405,Increasing: 82.00->83.10->83.90,Medium
354,2022,MHT CET,CAP Round 2,OBC,Mumbai University,Other University,Engineering,Artificial Intelligence and Data Science,03118,"SIES Graduate School of Technology, Mumbai Region",Private,Mumbai,Mumbai,Maharashtra,A,3.07,375,147000,600,22,79.38,52148,79,Technology,87.7,30836,86.9,33045,Increasing: 87.70->88.80->89.60,Low
355,2022,MHT CET,CAP Round 1,OPEN,Pune University,Home University,Engineering,Information Technology,06146,"MIT Academy of Engineering, Alandi, Pune",Private,Pune,Pune,Maharashtra,A,3.21,310,175000,840,45,97.17,7561,69,Technology,94.1,14915,93.3,17142,Increasing: 94.10->95.20->96.00,High
356,2024,JEE,CAP Round 1,EWS,Pune University,All India,Engineering,Chemical Engineering,06280,"Sinhgad College of Engineering, Vadgaon, Pune",Private,Pune,Pune,Maharashtra,A,3.1,350,135000,900,17,87.77,148257,65,Science,90.4,115837,89.6,125689,Increasing: 88.50->89.60->90.40,Medium
357,2024,JEE,CAP Round 2,EWS,Pune University,All India,Engineering,Chemical Engineering,06279,"Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Private,Pune,Pune,Maharashtra,A,3.17,260,145000,780,14,84.91,182870,85,Science,91.9,97740,91.1,108321,Increasing: 90.00->91.10->91.90,Low
358,2024,JEE,CAP Round 1,EWS,Mumbai University,Home University,Engineering,Chemical Engineering,03139,"Vidyalankar Institute of Technology, Wadala, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A+,3.31,340,150000,720,9,94.62,65624,68,Science,90.4,116906,89.6,125742,Increasing: 88.50->89.60->90.40,High
359,2024,MHT CET,CAP Round 1,OBC,Pune University,All India,Engineering,Mechanical Engineering,06175,"Pimpri Chinchwad College of Engineering, Pune",Private,Pune,Pune,Maharashtra,A++,3.63,220,155000,960,23,88.29,29854,65,Mechanical,93.8,15760,93.0,17523,Increasing: 91.90->93.00->93.80,Low
360,2024,MHT CET,CAP Round 3,OPEN,Mumbai University,All India,Engineering,Chemical Engineering,03182,"Thadomal Shahani Engineering College, Bandra, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A,3.27,225,180000,660,33,89.91,25674,96,Science,94.8,13142,94.0,15133,Increasing: 92.90->94.00->94.80,Low
361,2023,MHT CET,CAP Round 2,SC,Pune University,Home University,Engineering,Robotics and Automation,06139,"Progressive Education Society's Modern College of Engineering, Pune",Private,Pune,Pune,Maharashtra,A,3.05,390,118000,660,12,79.4,51801,83,Technology,79.9,50414,78.8,53109,Increasing: 78.80->79.90->80.70,Medium
362,2022,JEE,CAP Round 1,SC,Mumbai University,Other University,Engineering,Electrical Engineering,03182,"Thadomal Shahani Engineering College, Bandra, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A,3.26,225,185000,660,4,95.71,52322,92,Technology,90.3,116977,89.5,127653,Increasing: 90.30->91.40->92.20,High
363,2022,JEE,CAP Round 2,ST,Mumbai University,Home University,Engineering,Electrical Engineering,03116,"St. Francis Institute of Technology, Borivali, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A,3.17,360,150000,660,4,74.33,309771,73,Technology,78.3,261209,77.5,270501,Increasing: 78.30->79.40->80.20,Low
364,2023,JEE,CAP Round 3,VJNT,Pune University,Other University,Engineering,Information Technology,06288,"Genba Sopanrao Moze College of Engineering, Pune",Private,Pune,Pune,Maharashtra,B,2.44,700,80000,360,9,59.52,486319,82,Technology,67.2,394808,66.1,407299,Increasing: 66.10->67.20->68.00,Low
365,2024,JEE,CAP Round 2,OPEN,Mumbai University,Home University,Engineering,Robotics and Automation,03124,"Saraswati College of Engineering, Mumbai Region",Private,Mumbai,Mumbai,Maharashtra,B+,2.63,580,112000,420,16,72.73,328633,65,Technology,79.2,249997,78.4,260430,Increasing: 77.30->78.40->79.20,Low
366,2024,JEE,CAP Round 1,OPEN,Pune University,Other University,Engineering,Mechanical Engineering,06288,"Genba Sopanrao Moze College of Engineering, Pune",Private,Pune,Pune,Maharashtra,B,2.45,700,95000,360,22,72.44,331328,70,Mechanical,71.2,346535,70.4,355305,Increasing: 69.30->70.40->71.20,Medium
367,2023,MHT CET,CAP Round 2,VJNT,Mumbai University,Home University,Engineering,Cyber Security,03139,"Vidyalankar Institute of Technology, Wadala, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A+,3.34,340,145000,720,4,92.39,19416,62,Technology,87.7,31036,86.6,33798,Increasing: 86.60->87.70->88.50,High
368,2022,MHT CET,CAP Round 3,OBC,Pune University,All India,Engineering,Cyber Security,06282,"JSPM Rajarshi Shahu College of Engineering, Tathawade, Pune",Private,Pune,Pune,Maharashtra,A,2.99,420,120000,780,22,82.85,43075,92,Technology,84.4,39042,83.6,41590,Increasing: 84.40->85.50->86.30,Medium
369,2024,JEE,CAP Round 2,VJNT,Pune University,Other University,Engineering,Electronics and Telecommunication Engineering,06272,"Pune Institute of Computer Technology, Pune",Private,Pune,Pune,Maharashtra,A+,3.56,101,130000,660,4,98.68,17294,80,Technology,96.7,41097,95.9,49924,Increasing: 94.80->95.90->96.70,Medium
370,2023,JEE,CAP Round 1,ST,Pune University,All India,Engineering,Robotics and Automation,06271,"COEP Technological University, Pune",Govt,Pune,Pune,Maharashtra,A++,3.72,73,50000,720,11,93.76,76579,66,Technology,94.7,63943,93.6,77887,Increasing: 93.60->94.70->95.50,Medium
371,2023,MHT CET,CAP Round 1,SC,Pune University,Home University,Engineering,Robotics and Automation,06278,"All India Shri Shivaji Memorial Society's College of Engineering, Pune",Private,Pune,Pune,Maharashtra,A+,3.32,320,127000,720,5,87.82,30894,73,Technology,85.4,36711,84.3,39523,Increasing: 84.30->85.40->86.20,Medium
372,2024,MHT CET,CAP Round 3,EWS,Mumbai University,Other University,Engineering,Cyber Security,03103,"Dwarkadas J. Sanghvi College of Engineering, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A+,3.52,160,215000,720,15,92.61,18870,81,Technology,99.1,2479,98.3,4811,Increasing: 97.20->98.30->99.10,Low
373,2023,MHT CET,CAP Round 2,ST,Pune University,Home University,Engineering,Electronics and Telecommunication Engineering,06292,"Zeal College of Engineering and Research, Pune",Private,Pune,Pune,Maharashtra,B++,2.78,570,95000,540,8,72.29,69819,95,Technology,66.7,83306,65.6,86434,Increasing: 65.60->66.70->67.50,High
